sayfa_sayisi,satis_sayisi,fiyati,indirim_yuzdesi,puan,kazanc,yorum_sayisi,toplam_gun
144,52,10.31,31.0,20,4.69,0.0,650
112,47,14.9,63.0,56,25.1,0.0,1136
96,196,19.5,39.0,16,12.5,7.0,297
24,40,8.59,31.0,20,3.91,1.0,672
64,38,13.0,50.0,32,13.0,1.0,366
96,83,11.5,50.0,30,11.5,0.0,1100
16,128,5.4,40.0,14,3.6,0.0,1807
1304,61,90.06,31.0,130,40.94,1.0,1708
16,215,7.56,31.0,12,3.44,1.0,409
326,188,26.13,31.0,34,11.88,6.0,768
43,343,11.15,28.0,22,4.35,1.0,2928
28,173,7.56,31.0,10,3.44,5.0,491
96,107,18.85,28.0,40,7.15,5.0,1263
12,248,7.2,40.0,16,4.8,6.0,4442
24,212,8.7,28.0,18,3.3,2.0,1519
152,37,16.25,35.0,32,8.75,1.0,120
104,223,11.1,38.0,22,6.9,0.0,856
232,183,23.25,23.0,38,6.75,6.0,1835
128,242,8.25,31.0,10,3.75,5.0,2484
48,73,5.1,40.0,8,3.4,1.0,467
48,72,7.81,44.0,18,6.08,2.0,524
140,35,87.5,38.0,182,52.5,1.0,670
271,40,19.5,35.0,34,10.5,0.0,143
144,37,10.19,40.0,24,6.81,2.0,321
120,36,11.38,19.0,22,2.63,1.0,387
72,42,11.63,23.0,24,3.38,2.0,607
24,35,11.17,25.0,22,3.73,1.0,404
40,35,19.18,31.0,40,8.72,0.0,576
32,34,6.88,31.0,14,3.13,0.0,467
144,59,8.45,35.0,16,4.55,2.0,430
24,42,5.79,17.0,10,1.21,1.0,618
32,32,6.67,33.0,14,3.33,2.0,153
144,36,12.38,31.0,24,5.63,0.0,405
240,46,16.28,23.0,26,4.73,1.0,596
24,36,11.17,25.0,14,3.73,0.0,587
108,37,10.31,31.0,22,4.69,3.0,482
36,107,5.09,45.0,12,4.17,1.0,959
336,126,21.07,35.0,40,11.34,4.0,1539
160,91,14.36,24.0,28,4.64,5.0,3681
48,56,13.22,30.0,12,5.78,0.0,3659
224,135,7.22,35.0,14,3.89,2.0,765
32,76,7.64,31.0,16,3.47,0.0,997
176,114,15.0,40.0,22,10.0,2.0,1536
216,82,13.0,35.0,26,7.0,0.0,699
48,88,6.5,35.0,10,3.5,2.0,1065
96,60,6.5,35.0,14,3.5,1.0,1437
172,334,22.44,34.0,34,11.56,12.0,794
36,168,11.7,35.0,16,6.3,0.0,902
104,61,10.4,35.0,18,5.6,3.0,574
96,163,7.7,45.0,16,6.3,3.0,3837
88,36,2.1,70.0,4,4.9,0.0,202
172,130,7.22,35.0,14,3.89,1.0,919
32,58,6.07,13.0,12,0.87,2.0,823
20,145,6.0,40.0,14,4.0,2.0,1501
80,213,11.0,31.0,20,5.0,4.0,1710
104,136,9.75,35.0,16,5.25,1.0,1133
12,46,31.97,31.0,64,14.53,1.0,841
64,75,5.0,50.0,14,5.0,0.0,836
32,172,10.28,31.0,12,4.67,3.0,1431
32,145,9.56,44.0,18,7.44,1.0,639
128,117,11.69,35.0,24,6.31,2.0,2189
72,115,19.73,34.0,32,10.17,3.0,3291
160,95,14.63,42.0,24,10.38,3.0,1467
48,117,5.63,38.0,10,3.38,4.0,360
36,86,17.28,28.0,34,6.72,3.0,1833
24,86,5.54,21.0,10,1.46,0.0,910
32,317,12.02,35.0,18,6.48,5.0,1100
128,42,68.63,24.0,140,21.38,0.0,748
96,208,8.78,35.0,18,4.73,6.0,775
88,225,9.63,31.0,16,4.38,4.0,1620
32,114,4.88,35.0,8,2.63,4.0,2468
13,40,32.71,18.0,62,7.19,0.0,523
144,136,12.5,38.0,26,7.5,3.0,989
24,187,3.01,35.0,6,1.62,4.0,1284
92,294,2.75,50.0,8,2.75,2.0,5120
96,76,6.02,35.0,12,3.24,1.0,692
32,150,10.8,28.0,22,4.1,6.0,1142
16,152,7.7,30.0,12,3.3,1.0,4015
112,58,13.0,35.0,18,7.0,0.0,682
48,123,16.25,35.0,20,8.75,2.0,232
112,154,8.28,31.0,16,3.76,5.0,768
173,1039,14.07,36.0,26,7.93,15.0,4389
32,40,9.33,23.0,20,2.71,3.0,1324
144,360,11.22,34.0,16,5.78,3.0,920
64,87,12.0,40.0,18,8.0,0.0,997
80,207,11.5,50.0,28,11.5,2.0,1114
32,70,19.5,35.0,38,10.5,3.0,2366
8,98,22.67,35.0,42,12.23,6.0,1723
72,111,11.87,34.0,18,6.13,2.0,1869
16,93,10.4,35.0,18,5.6,4.0,880
189,150,12.38,31.0,20,5.63,4.0,1666
32,117,8.35,30.0,20,3.65,3.0,1805
12,263,7.2,40.0,16,4.8,9.0,4442
32,37,7.8,35.0,16,4.2,0.0,307
31,283,7.15,35.0,10,3.85,4.0,2280
32,172,16.25,35.0,22,8.75,1.0,902
32,35,4.62,23.0,10,1.38,0.0,168
16,63,1.95,35.0,4,1.05,2.0,1977
112,222,9.9,34.0,14,5.1,2.0,702
36,187,12.02,35.0,18,6.48,5.0,1687
96,247,7.8,35.0,16,4.2,5.0,1498
64,207,10.45,45.0,16,8.55,9.0,1102
120,81,11.0,45.0,26,9.0,0.0,1349
108,34,6.81,31.0,14,3.09,0.0,372
8,33,8.94,31.0,14,4.06,0.0,421
24,41,8.45,35.0,16,4.55,0.0,698
24,39,8.45,35.0,16,4.55,0.0,698
20,45,17.19,31.0,28,7.81,1.0,624
336,34,15.0,38.0,30,9.0,0.0,394
312,34,14.79,36.0,28,8.21,1.0,451
16,44,5.65,19.0,10,1.35,0.0,535
44,45,18.49,31.0,38,8.41,4.0,626
31,63,16.43,11.0,26,2.07,2.0,435
60,37,18.2,35.0,36,9.8,2.0,548
60,38,18.2,35.0,36,9.8,2.0,548
32,54,11.6,28.0,24,4.4,0.0,736
44,33,23.0,21.0,46,6.0,2.0,638
16,57,10.4,35.0,20,5.6,2.0,631
48,46,12.12,36.0,28,6.88,0.0,2195
12,29,18.49,31.0,28,8.41,0.0,636
79,241,4.11,41.0,6,2.89,2.0,4755
64,38,19.8,34.0,38,10.2,0.0,669
72,155,7.8,35.0,14,4.2,6.0,1825
24,64,9.05,30.0,8,3.95,1.0,2789
112,122,12.0,40.0,18,8.0,3.0,1101
239,198,12.35,35.0,24,6.65,3.0,1150
15,219,3.6,40.0,4,2.4,8.0,5485
15,223,4.23,30.0,6,1.77,1.0,5485
304,232,11.7,42.0,24,8.3,5.0,2792
160,128,10.4,35.0,18,5.6,0.0,1475
320,119,13.0,28.0,18,5.0,0.0,1066
16,130,8.4,30.0,16,3.6,4.0,2120
40,124,16.1,30.0,20,6.9,1.0,2194
16,633,6.88,38.0,14,4.13,18.0,3297
16,96,9.3,23.0,18,2.7,4.0,967
16,179,11.52,28.0,20,4.48,1.0,317
16,177,12.0,25.0,20,4.0,1.0,317
240,182,44.0,45.0,38,36.0,7.0,1133
48,344,5.85,35.0,8,3.15,8.0,2402
53,343,8.25,25.0,18,2.75,13.0,3860
104,246,13.75,31.0,24,6.25,1.0,1710
32,165,14.85,26.0,24,5.15,1.0,2197
96,146,9.75,35.0,12,5.25,3.0,1659
128,71,10.31,31.0,16,4.69,0.0,1416
176,855,16.5,31.0,20,7.5,12.0,1100
16,66,10.94,45.0,22,8.96,0.0,1098
135,213,9.0,40.0,16,6.0,6.0,4539
96,125,7.15,35.0,12,3.85,1.0,573
100,149,17.19,31.0,30,7.81,2.0,1160
224,204,7.61,28.0,14,2.89,3.0,2032
32,125,19.18,31.0,32,8.72,2.0,842
64,67,5.0,50.0,14,5.0,0.0,836
32,88,5.95,34.0,10,3.05,1.0,420
352,83,21.06,35.0,40,11.34,1.0,1296
160,68,17.19,31.0,30,7.81,3.0,813
48,46,8.61,23.0,18,2.5,1.0,2159
13,150,4.81,31.0,12,2.19,1.0,3165
96,199,7.8,35.0,16,4.2,4.0,1498
48,105,6.48,28.0,14,2.52,5.0,2477
224,71,22.5,25.0,38,7.5,1.0,743
24,114,19.5,35.0,38,10.5,2.0,1245
96,212,17.82,26.0,34,6.18,1.0,3599
32,167,11.88,38.0,10,7.13,9.0,2157
164,103,39.88,28.0,58,15.13,4.0,2968
32,120,10.46,30.0,12,4.49,0.0,1398
28,44,8.61,23.0,18,2.5,1.0,1592
128,138,14.52,34.0,24,7.48,1.0,1784
80,94,10.5,25.0,16,3.5,1.0,1003
88,94,6.0,40.0,14,4.0,1.0,1217
64,143,5.69,48.0,8,5.31,3.0,2885
64,63,10.24,31.0,18,4.66,2.0,1097
196,89,22.62,31.0,32,10.28,2.0,755
24,342,8.7,28.0,18,3.3,14.0,1868
48,101,6.48,28.0,12,2.52,7.0,2506
92,171,17.16,34.0,30,8.84,1.0,1399
176,55,10.31,31.0,20,4.69,2.0,650
152,87,9.0,40.0,14,6.0,4.0,1797
88,394,2.75,50.0,8,2.75,8.0,804
32,132,4.88,35.0,8,2.63,1.0,2254
124,122,12.96,32.0,22,6.04,0.0,1023
80,139,14.73,23.0,22,4.28,0.0,1206
80,190,14.73,23.0,22,4.28,0.0,1546
24,35,11.17,25.0,14,3.73,0.0,587
100,34,9.38,38.0,18,5.63,2.0,65
40,34,19.25,31.0,38,8.75,0.0,141
84,150,14.73,23.0,22,4.28,0.0,1546
320,79,65.0,35.0,66,35.0,1.0,2427
24,58,14.63,25.0,30,4.88,0.0,584
32,169,4.55,35.0,8,2.45,5.0,737
72,72,9.0,25.0,16,3.0,2.0,1118
2732,107,158.53,38.0,224,95.12,3.0,1596
84,43,8.31,17.0,14,1.69,0.0,533
80,74,11.5,50.0,28,11.5,2.0,1114
64,352,7.76,48.0,10,7.24,5.0,1093
60,35,17.5,30.0,36,7.5,0.0,414
104,171,10.4,35.0,18,5.6,3.0,933
189,157,16.5,25.0,32,5.5,3.0,4087
84,583,9.75,35.0,12,5.25,7.0,2563
76,256,15.75,25.0,26,5.25,1.0,4173
240,110,17.19,38.0,26,10.31,4.0,1867
184,120,15.3,39.0,22,9.7,0.0,1415
26,37,22.0,31.0,44,10.0,0.0,220
48,49,13.77,34.0,32,7.23,0.0,1192
80,35,11.05,35.0,22,5.95,0.0,204
16,32,4.87,17.0,6,1.03,0.0,1461
136,48,13.75,31.0,22,6.25,1.0,1100
160,33,18.85,35.0,38,10.15,1.0,482
280,61,10.4,35.0,20,5.6,0.0,631
32,33,21.17,27.0,40,7.83,1.0,322
16,33,9.38,38.0,20,5.63,0.0,328
392,33,16.5,34.0,34,8.5,0.0,475
304,33,25.99,35.0,52,13.99,0.0,358
80,53,11.8,26.0,24,4.2,0.0,562
64,33,13.06,31.0,28,5.94,1.0,66
16,44,5.65,19.0,10,1.35,0.0,535
27,1123,14.94,40.0,26,9.96,45.0,2214
80,153,9.75,35.0,14,5.25,2.0,1535
22,33,24.12,33.0,50,11.88,0.0,164
116,208,9.1,35.0,14,4.9,8.0,1605
32,187,12.25,28.0,24,4.65,1.0,1605
16,245,4.8,40.0,10,3.2,2.0,3986
16,192,3.12,22.0,4,0.88,7.0,490
14,68,9.43,28.0,8,3.58,0.0,2789
48,133,23.99,31.0,44,10.91,4.0,766
72,67,5.5,39.0,10,3.5,2.0,1029
184,155,13.2,40.0,20,8.8,1.0,1533
64,122,15.6,35.0,22,8.4,0.0,678
32,88,7.64,31.0,16,3.47,1.0,997
128,189,15.8,37.0,28,9.2,10.0,1702
15,168,3.55,41.0,6,2.45,2.0,5485
96,143,7.25,42.0,12,5.25,3.0,1295
15,160,4.23,30.0,4,1.77,3.0,5120
120,219,7.22,35.0,14,3.89,5.0,708
48,275,6.0,25.0,12,2.0,1.0,881
232,126,11.7,35.0,18,6.3,1.0,954
160,103,8.25,31.0,14,3.75,1.0,1468
64,120,6.8,31.0,14,3.09,1.0,1822
512,122,46.58,48.0,84,43.43,3.0,852
120,94,7.43,43.0,16,5.53,3.0,850
96,34,16.5,31.0,32,7.5,0.0,575
254,66,21.95,27.0,36,8.05,1.0,2563
90,34,3.75,25.0,8,1.25,1.0,352
28,80,6.62,45.0,16,5.42,3.0,1101
120,199,12.75,25.0,20,4.25,2.0,3614
32,121,6.98,23.0,14,2.03,2.0,2586
208,116,9.75,35.0,16,5.25,0.0,1067
136,76,12.65,33.0,20,6.35,0.0,1500
84,146,3.5,50.0,6,3.5,3.0,1471
184,121,13.19,29.0,26,5.32,0.0,1069
160,94,9.1,35.0,18,4.9,1.0,126
144,281,4.8,40.0,12,3.2,11.0,1542
48,282,6.0,25.0,12,2.0,1.0,1368
24,192,13.8,31.0,24,6.2,4.0,1040
48,90,3.9,40.0,8,2.6,3.0,1831
44,46,14.25,25.0,28,4.75,4.0,1094
28,255,7.48,21.0,14,2.02,3.0,1913
32,69,18.75,25.0,34,6.25,0.0,880
160,81,7.22,35.0,16,3.89,0.0,989
88,128,8.99,40.0,16,6.01,3.0,666
160,72,23.8,36.0,38,13.2,2.0,972
48,96,6.48,28.0,14,2.52,8.0,2441
32,115,13.18,23.0,16,3.83,1.0,1147
24,52,11.25,25.0,20,3.75,2.0,713
152,71,15.81,31.0,38,7.19,1.0,1124
72,42,7.0,30.0,12,3.0,2.0,714
128,184,10.69,29.0,20,4.31,2.0,1872
28,405,11.25,44.0,22,8.75,4.0,780
16,27,7.89,23.0,16,2.29,0.0,1457
116,217,22.48,23.0,32,6.53,4.0,1326
16,64,4.2,24.0,6,1.3,2.0,1199
96,225,8.37,38.0,18,5.13,6.0,775
16,157,6.0,25.0,10,2.0,0.0,2970
16,184,3.24,35.0,4,1.76,1.0,3101
32,160,8.7,28.0,18,3.3,4.0,1805
216,52,20.3,30.0,26,8.7,0.0,2387
128,83,18.0,35.0,34,9.69,1.0,1146
176,101,12.0,40.0,22,8.0,1.0,434
87,291,2.75,50.0,8,2.75,7.0,5120
32,140,4.88,35.0,8,2.63,3.0,2254
16,182,7.7,30.0,12,3.3,2.0,4017
60,34,18.2,35.0,36,9.8,1.0,548
32,33,17.6,20.0,32,4.4,1.0,393
64,525,8.45,35.0,16,4.55,13.0,4388
356,119,20.8,35.0,30,11.2,2.0,1605
16,175,11.52,28.0,20,4.48,3.0,317
48,141,5.38,37.0,8,3.12,4.0,5027
88,51,12.04,35.0,24,6.48,1.0,1708
60,66,12.8,49.0,26,12.2,0.0,1637
65,221,9.75,25.0,20,3.25,5.0,1097
48,82,11.0,31.0,20,5.0,5.0,1222
16,291,4.8,40.0,10,3.2,3.0,4560
32,34,7.8,35.0,16,4.2,0.0,142
64,125,18.85,35.0,22,10.15,5.0,1596
398,35,5.8,59.0,18,8.2,0.0,304
32,117,18.98,37.0,26,11.03,1.0,2544
104,123,8.45,35.0,14,4.55,2.0,681
32,105,24.01,35.0,46,12.93,1.0,1798
72,771,7.8,35.0,10,4.2,16.0,744
80,61,10.7,29.0,24,4.31,0.0,376
112,80,18.91,31.0,30,8.59,1.0,1022
65,33,13.68,31.0,28,6.22,2.0,1103
64,36,13.0,50.0,32,13.0,0.0,366
40,33,35.0,50.0,92,35.0,0.0,141
240,33,12.87,42.0,26,9.13,1.0,667
48,48,8.4,30.0,16,3.6,1.0,535
104,32,6.95,31.0,16,3.05,0.0,435
128,52,9.0,40.0,20,6.0,0.0,435
16,32,4.87,17.0,6,1.03,1.0,1461
16,32,6.95,31.0,14,3.05,0.0,455
192,39,16.34,26.0,32,5.67,0.0,671
192,32,15.5,23.0,32,4.5,0.0,325
160,31,11.7,42.0,24,8.3,0.0,288
48,33,15.6,35.0,32,8.4,0.0,216
32,32,6.81,31.0,14,3.09,0.0,637
96,30,8.68,38.0,16,5.32,0.0,637
228,32,9.95,42.0,20,7.06,0.0,420
192,88,9.1,35.0,18,4.9,0.0,506
40,34,7.67,36.0,16,4.33,0.0,177
36,48,17.5,38.0,46,10.5,1.0,490
24,106,5.94,40.0,8,3.96,2.0,2210
96,134,19.5,35.0,24,10.5,5.0,2864
32,180,12.25,28.0,26,4.65,3.0,1605
16,164,3.12,22.0,4,0.88,2.0,349
384,84,30.3,50.0,50,29.7,0.0,2233
176,358,14.52,34.0,28,7.48,8.0,3710
48,111,13.78,28.0,12,5.23,2.0,3659
112,92,13.24,35.0,26,7.13,0.0,1030
111,72,15.47,31.0,28,7.03,2.0,2553
280,149,22.57,35.0,44,12.15,7.0,3355
36,184,17.65,37.0,32,10.25,4.0,989
184,228,9.28,44.0,22,7.22,3.0,2552
15,188,3.6,40.0,4,2.4,0.0,5485
48,128,10.49,40.0,16,7.01,2.0,1192
36,46,16.28,23.0,26,4.73,1.0,932
96,165,12.02,37.0,22,6.98,0.0,1703
16,108,10.63,38.0,16,6.38,2.0,2119
160,251,9.0,25.0,16,3.0,4.0,2713
15,238,11.52,28.0,20,4.48,2.0,317
200,271,9.55,31.0,18,4.34,4.0,983
172,119,7.22,35.0,14,3.89,1.0,1154
160,118,12.04,35.0,24,6.48,1.0,983
160,122,12.04,35.0,24,6.48,2.0,983
128,206,7.2,40.0,10,4.8,7.0,1704
80,95,6.5,35.0,4,3.5,1.0,1603
80,91,12.59,37.0,26,7.31,1.0,1046
48,36,4.0,50.0,10,4.0,1.0,421
364,400,15.81,31.0,28,7.19,10.0,3385
96,400,14.28,32.0,18,6.72,15.0,1207
24,163,9.75,35.0,14,5.25,0.0,2523
45,102,13.2,34.0,28,6.8,4.0,1100
187,87,7.22,35.0,16,3.89,0.0,919
24,84,7.22,35.0,16,3.89,1.0,2095
32,103,7.03,22.0,14,1.97,2.0,2586
128,169,12.65,37.0,20,7.35,2.0,2542
288,134,42.19,44.0,82,32.81,6.0,2043
100,100,7.8,35.0,10,4.2,1.0,794
28,78,9.1,35.0,12,4.9,1.0,790
127,203,7.2,10.0,8,0.8,5.0,5120
126,155,6.5,35.0,12,3.5,1.0,3294
190,207,19.5,19.0,28,4.5,3.0,2018
192,104,15.05,35.0,30,8.1,0.0,2535
112,284,10.4,35.0,16,5.6,2.0,852
16,137,7.61,42.0,10,5.4,3.0,3294
96,319,9.63,31.0,16,4.38,2.0,5846
1008,162,15.92,35.0,26,8.58,8.0,1303
208,251,15.6,35.0,28,8.4,3.0,3659
24,107,10.46,30.0,14,4.49,3.0,1184
28,50,7.0,33.0,14,3.5,0.0,751
96,113,18.85,28.0,42,7.15,5.0,1263
72,109,20.56,31.0,32,9.34,3.0,3291
16,74,7.61,42.0,10,5.4,2.0,1939
32,118,20.15,23.0,40,5.85,2.0,783
128,82,7.8,35.0,18,4.2,3.0,1187
24,296,10.24,31.0,16,4.66,15.0,1401
84,44,20.25,25.0,34,6.75,0.0,710
144,463,10.12,37.0,16,5.88,11.0,5387
16,230,6.0,25.0,10,2.0,1.0,2970
56,213,11.14,26.0,14,3.86,2.0,2907
22,63,7.8,35.0,14,4.2,0.0,1456
32,49,7.53,23.0,16,2.19,0.0,1611
12,132,5.16,31.0,8,2.34,1.0,2726
16,47,1.95,35.0,4,1.05,1.0,1977
320,30,15.63,38.0,28,9.38,0.0,268
48,101,13.75,31.0,14,6.25,7.0,4383
136,119,16.28,23.0,24,4.73,0.0,1093
48,252,11.73,31.0,18,5.27,4.0,4389
224,335,15.13,31.0,28,6.88,21.0,1830
160,343,21.25,15.0,30,3.75,8.0,217
64,150,14.03,30.0,26,5.97,3.0,1385
264,101,18.56,26.0,32,6.44,0.0,1728
16,3,7.53,23.0,16,2.19,2.0,1688
79,79,4.27,46.0,8,3.63,0.0,262
16,311,8.17,26.0,12,2.83,4.0,2187
16,204,8.17,26.0,12,2.83,2.0,4020
15,130,7.31,42.0,12,5.19,3.0,1102
24,75,5.54,21.0,10,1.46,0.0,1467
128,231,18.75,38.0,34,11.25,5.0,2299
16,677,7.5,38.0,14,4.5,14.0,3297
48,32,13.8,43.0,32,10.2,1.0,216
64,31,3.41,38.0,8,2.09,0.0,323
12,134,5.16,31.0,8,2.34,1.0,2726
32,40,20.93,23.0,44,6.08,1.0,490
70,32,1.88,69.0,4,4.13,0.0,279
79,391,2.75,50.0,8,2.75,8.0,5120
152,32,16.25,35.0,32,8.75,0.0,120
128,110,6.88,31.0,10,3.13,0.0,1102
192,204,9.49,37.0,18,5.51,5.0,471
24,134,5.69,37.0,10,3.31,4.0,2179
384,80,24.01,35.0,46,12.93,0.0,1444
12,240,18.2,35.0,30,9.8,7.0,525
12,46,10.31,31.0,20,4.69,0.0,521
72,56,7.0,30.0,12,3.0,1.0,714
820,29,19.5,70.0,40,45.5,0.0,171
24,31,5.5,45.0,14,4.5,1.0,222
8,28,8.94,31.0,14,4.06,1.0,421
32,47,10.31,31.0,20,4.69,3.0,669
24,34,8.4,30.0,16,3.6,1.0,498
32,38,9.75,35.0,18,5.25,1.0,610
24,34,5.79,17.0,10,1.21,0.0,568
24,35,5.79,17.0,10,1.21,0.0,568
64,48,5.94,34.0,12,3.06,1.0,398
40,31,14.23,29.0,28,5.67,0.0,156
60,34,18.2,35.0,36,9.8,1.0,548
80,33,13.68,31.0,28,6.22,1.0,392
491,32,19.64,30.0,40,8.36,0.0,307
24,32,7.8,35.0,16,4.2,0.0,244
120,110,15.69,29.0,32,6.31,3.0,3771
176,87,7.22,35.0,14,3.89,0.0,1009
32,42,13.3,32.0,30,6.2,2.0,566
64,41,7.8,35.0,16,4.2,0.0,177
48,31,6.19,31.0,12,2.81,0.0,154
1440,84,78.75,44.0,138,61.25,3.0,1077
96,100,13.24,35.0,26,7.13,0.0,1642
128,150,13.5,36.0,18,7.5,2.0,1535
32,151,13.32,35.0,26,7.18,0.0,2204
70,153,5.85,35.0,8,3.15,4.0,1196
144,107,13.06,31.0,20,5.94,4.0,1513
15,153,3.6,40.0,6,2.4,2.0,5485
64,204,4.34,38.0,8,2.6,12.0,1823
92,179,10.5,25.0,20,3.5,2.0,3671
184,171,13.65,35.0,20,7.35,1.0,855
64,70,6.88,31.0,8,3.13,1.0,3617
70,38,2.88,43.0,4,2.13,1.0,6216
22,87,19.5,35.0,34,10.5,2.0,2117
32,92,6.98,23.0,14,2.03,2.0,2586
16,162,12.0,25.0,20,4.0,1.0,317
24,38,3.3,45.0,4,2.7,1.0,1133
64,133,10.5,13.0,8,1.5,6.0,2198
28,62,12.04,35.0,24,6.48,5.0,3402
24,69,12.04,35.0,24,6.48,4.0,3402
24,229,7.48,21.0,12,2.02,4.0,1464
80,91,12.04,40.0,26,7.86,0.0,1046
140,31,18.6,23.0,30,5.4,0.0,371
88,189,10.63,38.0,18,6.38,5.0,1361
32,115,4.88,35.0,8,2.63,3.0,2281
78,33,12.33,35.0,28,6.67,0.0,440
24,31,5.2,35.0,10,2.8,1.0,142
24,106,6.65,20.0,20,1.69,1.0,2553
152,147,10.31,31.0,22,4.69,3.0,1200
16,82,9.0,40.0,20,6.0,0.0,1434
24,41,9.03,35.0,18,4.86,2.0,3402
368,204,14.38,38.0,22,8.63,5.0,2173
12,54,12.31,31.0,18,5.59,1.0,839
48,211,21.71,34.0,38,11.19,0.0,182
80,161,15.0,25.0,24,5.0,5.0,853
20,70,9.83,34.0,22,5.17,1.0,1467
68,143,13.06,31.0,22,5.94,0.0,1313
80,52,6.45,36.0,14,3.55,0.0,911
304,129,12.5,38.0,24,7.5,0.0,1033
272,164,60.85,32.0,64,28.65,3.0,232
28,172,8.25,31.0,16,3.75,2.0,1900
72,81,16.88,38.0,28,10.13,4.0,1251
40,76,20.63,31.0,38,9.38,0.0,1977
32,151,10.46,30.0,14,4.49,3.0,3053
48,40,4.55,35.0,10,2.45,0.0,911
112,205,10.12,37.0,20,5.88,0.0,1710
184,195,8.63,25.0,14,2.88,4.0,2605
40,111,13.55,29.0,22,5.45,0.0,459
32,94,10.8,28.0,22,4.1,6.0,1233
20,62,6.5,35.0,12,3.5,1.0,1172
16,114,8.8,45.0,12,7.2,4.0,2450
32,122,20.63,31.0,26,9.38,0.0,2544
176,221,22.1,35.0,34,11.9,3.0,1450
32,83,10.8,28.0,24,4.1,2.0,1247
32,99,14.26,29.0,28,5.74,2.0,1215
46,46,9.15,24.0,20,2.85,0.0,734
204,81,22.69,31.0,48,10.31,0.0,685
32,109,4.5,40.0,8,3.0,5.0,2254
32,91,4.88,35.0,8,2.63,1.0,2400
16,30,5.85,35.0,12,3.15,2.0,385
64,30,13.0,50.0,32,13.0,0.0,366
48,131,13.75,31.0,14,6.25,3.0,4329
63,89,2.5,10.0,4,0.28,2.0,3047
144,30,12.68,35.0,22,6.82,0.0,636
208,167,15.13,31.0,12,6.88,4.0,486
48,41,2.31,50.0,8,2.31,0.0,737
36,163,12.72,20.0,26,3.18,3.0,767
36,162,10.61,33.0,26,5.29,1.0,889
24,54,5.54,21.0,10,1.46,1.0,769
16,180,7.56,31.0,12,3.44,3.0,5110
48,31,13.8,43.0,32,10.2,0.0,216
48,32,13.8,43.0,32,10.2,1.0,216
48,31,13.8,43.0,32,10.2,0.0,216
24,30,7.0,30.0,14,3.0,1.0,360
133,32,5.65,53.0,16,6.35,0.0,371
12,107,5.16,31.0,8,2.34,1.0,2726
16,269,9.1,35.0,10,4.9,12.0,1322
152,66,12.38,31.0,22,5.63,1.0,2563
84,95,5.42,35.0,10,2.92,1.0,1377
144,34,16.25,35.0,32,8.75,0.0,120
120,295,9.8,30.0,14,4.2,6.0,217
24,87,9.75,35.0,20,5.25,0.0,2553
128,105,7.59,37.0,14,4.41,1.0,1097
22,94,19.5,35.0,34,10.5,0.0,2117
48,70,5.1,40.0,10,3.4,0.0,467
36,32,12.99,31.0,26,5.91,0.0,576
104,65,7.8,35.0,16,4.2,0.0,244
24,31,7.8,35.0,16,4.2,0.0,335
96,36,6.4,29.0,12,2.6,0.0,398
128,30,6.0,50.0,16,6.0,0.0,321
24,31,10.93,31.0,20,4.97,0.0,65
56,56,8.94,31.0,14,4.06,0.0,1100
32,34,9.75,35.0,18,5.25,1.0,610
40,34,7.8,35.0,16,4.2,0.0,728
48,48,8.13,19.0,16,1.88,1.0,460
16,40,5.65,19.0,10,1.35,0.0,535
32,28,6.81,31.0,14,3.09,0.0,637
16,30,9.1,35.0,18,4.9,3.0,468
24,30,6.95,31.0,14,3.05,2.0,360
60,74,6.88,31.0,12,3.13,2.0,727
320,29,31.2,20.0,60,7.8,1.0,338
64,31,13.68,31.0,26,6.22,1.0,478
32,30,4.74,37.0,12,2.76,0.0,638
1039,46,37.0,50.0,102,37.0,0.0,458
96,155,12.3,39.0,26,7.7,2.0,1023
128,110,12.62,26.0,22,4.38,2.0,3740
24,112,8.0,33.0,18,4.0,0.0,1623
16,104,2.85,37.0,6,1.65,0.0,5120
48,31,10.08,37.0,18,5.92,0.0,171
40,64,8.43,35.0,16,4.54,0.0,1028
92,136,7.94,43.0,18,5.95,3.0,821
32,195,12.25,28.0,24,4.65,3.0,1338
32,157,10.31,31.0,18,4.69,10.0,2279
128,226,10.4,35.0,16,5.6,4.0,670
8,32,13.63,23.0,28,3.96,0.0,1513
176,174,9.28,44.0,22,7.22,2.0,2552
189,166,9.28,44.0,24,7.22,2.0,2552
15,212,3.53,41.0,4,2.48,5.0,5485
312,117,21.53,26.0,38,7.47,0.0,1506
208,49,19.25,31.0,30,8.75,1.0,902
56,74,6.5,35.0,10,3.5,3.0,2110
28,79,2.31,18.0,4,0.49,1.0,885
16,111,10.84,36.0,16,6.16,3.0,2119
36,172,10.4,35.0,16,5.6,3.0,639
93,169,7.76,48.0,22,7.24,1.0,2123
48,202,10.94,38.0,16,6.56,1.0,1452
228,83,14.6,27.0,26,5.4,5.0,3294
24,30,11.17,25.0,14,3.73,0.0,587
90,269,11.48,23.0,24,3.33,4.0,1421
45,98,12.65,37.0,28,7.35,1.0,1100
36,86,13.95,23.0,22,4.05,2.0,1302
168,126,14.56,9.0,30,1.44,3.0,2093
204,304,24.38,19.0,48,5.63,6.0,3293
128,70,10.31,31.0,16,4.69,0.0,1416
112,82,6.5,35.0,12,3.5,1.0,482
63,110,20.7,31.0,34,9.3,3.0,3653
32,123,5.69,37.0,10,3.31,1.0,2169
